,Entity,Code,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%),Prevalence in males (%),Prevalence in females (%),Population_x,"Suicide rate (deaths per 100,000 individuals)","Depressive disorder rates (number suffering per 100,000)",Population_y,Prevalence - Depressive disorders - Sex: Both - Age: All Ages (Number) (people suffering from depression),20-24 years old (%),10-14 years old (%),All ages (%),70+ years old (%),30-34 years old (%),15-19 years old (%),25-29 years old (%),50-69 years old (%),Age-standardized (%),15-49 years old (%)
1903,Greece,GRC,2017,0.252700836389,0.948926106734,0.559323569808,5.79022794527,0.552601554605,4.18586369919,1.12425696455,2.90647339287,5.41640258373,10569000.0,3.5062542313388,3851.88552038,10569000.0,481899.494728,4.84818512039999,2.36188329024,4.83658953528,5.37238277456999,5.26666337153,4.18667998283,5.05848753014,5.52225823139,4.18586369919,5.21656633594
1931,Greenland,GRL,2017,0.322250023957,0.595420875071,0.539068508469,5.72216306428,1.99475505859,6.23363488551,3.08668777713,4.68186479904999,7.88855507194,56000.0,51.0632386845005,5722.81419185999,56000.0,3455.14310901,10.3813452055999,3.16434987664,6.57790893241,4.10264178052,8.79051191422,8.55064957408,9.44128428463,6.26771442372,6.23363488551,8.96135269983
1959,Grenada,GRD,2017,0.199821963506,0.893647257052,0.288173878252,4.53009540432,0.774008287062,2.77006562469,1.74543948391,2.39386736414,3.16141862381,111000.0,4.8498918505032,2652.39350127,111000.0,3249.18286941,3.06830585974,1.26377426071,3.03558044281,4.43189400456,3.16682378013,2.69622256117,3.0893380898,4.46098615025,2.77006562469,3.25264024583
1987,Guam,GUM,2017,0.261254279275,0.478222662193,0.253393067761,3.30860601522,0.806330191476,3.49285552428,1.27618388549,3.20608634584999,3.77307668324,164000.0,20.5704477737224,3332.16046169,164000.0,5863.49822061,4.33611133980999,1.19107869562,3.65151307318,6.25947441189999,3.65432750318999,3.23111699086,3.89561949397,6.009375499,3.49285552428,3.98489508845
2015,Guatemala,GTM,2017,0.193343638198,0.743331657827,0.232110380606,2.90694665082,0.678176248491,3.21602516868,2.64202643205,2.54725901738,3.78676168691,16915000.0,5.91670240305138,3072.75886965,16915000.0,460096.124597,3.32000986023,1.21171523269,2.86699610113,5.67293651116,3.62315437605,2.72319450043,3.45394689825,5.49025339672,3.21602516868,3.53490146541
2043,Guinea,GIN,2017,0.166392762237999,0.629857427048999,0.112388230779,2.90130428731,0.456326290693,3.56093291107,0.946132978626,2.73099104509,4.32360234317999,12068000.0,11.1230995535213,3519.59888484999,12068000.0,297214.692942,3.29503329713,1.18011974161,2.55903926285,7.55334764423,4.05698484875,2.65480382353,3.67704710286,6.40422866517,3.56093291107,3.74813282658
2071,Guinea-Bissau,GNB,2017,0.163117115414999,0.614791355523,0.110998627272,2.915176813,0.482693171406999,3.66543039362,0.979754058194,2.79031785562,4.43139179426,1828000.0,13.5947448880321,3612.35910058,1828000.0,47493.7727317,3.29022669375,1.18862161691,2.61625696132,7.8650854415,4.14732547051,2.65806297701999,3.72251771635,6.60279402206,3.66543039362,3.81243926195
2099,Guyana,GUY,2017,0.186468100603,0.846088490416,0.237636118540999,4.54702700731,0.732391494557,4.14172362073,2.06455744755,3.41047080642,4.82982872433,775000.0,26.0721103433162,4009.35129756,775000.0,29695.9607388,5.30685845758,1.53205913282,4.13408260924,6.1230579989,5.08675239423,4.01310303,5.13755702034,6.31085488159,4.14172362073,5.12429905358
2127,Haiti,HTI,2017,0.172298258053,0.801382123092999,0.160789636446,4.51842534053,0.64396952848,2.95778209292,1.64957674863,2.32082051992,3.52900828726,10982000.0,8.55315475270921,2905.72520093,10982000.0,305495.097276,3.32041750072,1.23583981684,2.63878843322,4.78627048509,3.50072862779999,2.79072595218,3.37617456724,4.88165920483,2.95778209292,3.48559442548999
2155,Honduras,HND,2017,0.189815205978,0.752072348523,0.20333887837,2.87555135457999,0.705705457484,2.75230112491,1.76860663727,2.19198636472,3.25309181398,9429000.0,4.3973486344029,2649.55681819,9429000.0,215683.277195,2.69887713421,0.993081519923,2.37739881775,5.33200918559,3.05171542721,2.19633528217,2.89637481019999,4.92268051217999,2.75230112491,2.92569321896
2183,Hungary,HUN,2017,0.205524223022,0.703435450686,0.237686389914,3.45465662542999,0.699141710736,2.76524217857,2.10739359606,2.22523886707,3.20943655587,9730000.0,14.2817310305287,2603.30402303,9730000.0,343938.922041,2.60765572954,0.928825946434999,3.6609828828,6.05250025527,2.75627106197,2.09233247922,2.63645599072,5.14427787073,2.76524217857,3.04078678708
2211,Iceland,ISL,2017,0.257616535208,0.971121594897999,0.558013746386,5.29098780078,0.725035907108,3.36166521167999,1.24902859246,2.41889593928,4.3009397179,334000.0,9.60833524281307,3103.8056238,334000.0,11876.1462078,3.84719098899,1.53734472169,3.72551951219,4.55259194017,4.30043316603999,3.04935468683,4.07174893901,4.60999245318,3.36166521167999,4.16550207741
2239,India,IND,2017,0.257864000572999,0.557111560367,0.157758124999,3.30193892533,0.527410722582,3.52985259667999,1.12660672562,2.96541794223999,4.09187479168,1338676992.0,15.5978443857045,3463.81028524,1338676992.0,45697488.5928,3.3514332135,0.870146339059,3.37395302969,7.79300728575999,3.86435984153,2.36091946328,3.57624741267999,6.63357239355,3.52985259667999,3.80346579842
2267,Indonesia,IDN,2017,0.230297325067,0.540591105822,0.148781505161,3.28021979232999,0.588078674373,2.64273567514,0.650505679396,2.13001886158,3.13862024596,264651008.0,3.12445949719186,2565.69518056,264651008.0,6665585.70283,2.3176865259,0.894634495331,2.65361201950999,5.43160508398,2.68454602762999,2.00666292312,2.46079132105,5.11966852313,2.64273567514,2.8168964275
2295,Iran,IRN,2017,0.201307454514,0.815760125571,0.231894488144,6.90089993355999,1.97166028701,5.11634462915,0.579777574694,4.27329955257,5.95656364712999,80674000.0,5.44774367160971,4875.14608722,80674000.0,4345849.81062,5.98760263209,1.8346362745,5.50969018331,5.87113547282,7.11150093161,4.47429827692,6.57931127303,7.26461527351,5.11634462915,6.80671959981
2323,Iraq,IRQ,2017,0.1897286051,0.666430858946,0.208672060932,4.72267334105,1.56956925570999,3.89116288663,0.651613981102,3.0164567948,4.80452578105,37553000.0,4.09495768178766,3743.51069862,37553000.0,1398798.77517,4.21292934689,1.42662464353,3.39207233683,4.74909370301,5.21027597481,3.17853946147999,4.7032491872,5.87589605174,3.89116288663,4.81986148551
2351,Ireland,IRL,2017,0.328007666524999,0.805431962490999,0.55999469536,5.83909248469,1.05386248394,4.25092099742,2.10984790513999,3.28279866377999,5.16418680487,4753000.0,8.3741480781388,3883.67446729,4753000.0,207673.771901,5.51367798798999,2.00873323099,4.57070176879,4.79258869059,5.58172880494,4.15275848753,5.52218100333,5.3401225849,4.25092099742,5.48107141905
2379,Israel,ISR,2017,0.25913933072,0.924802466802,0.461175310548,3.06307807287,0.718220106477,3.8322207094,0.498381094738,2.87586473897,4.74136718926,8244000.0,5.73333800731129,3563.06192452,8244000.0,325516.984267,4.5343506942,1.97596501454,3.89991044429,5.20881312178,4.87042325857,3.72049041689,4.70207731176,5.10369690243999,3.8322207094,4.7491809114
2407,Italy,ITA,2017,0.236197452312,0.946257130865,0.626783642641999,5.62612106505,1.14801508209,3.46425611654999,0.462936855356999,2.49039971743,4.39446230103,60674000.0,4.7595847764746,3199.0122721,60674000.0,2388685.52984,3.96164429929,1.90272910707999,4.10667620844,4.79841534245,4.29100906323,3.41054802966,4.12240304147,4.63903372628,3.46425611654999,4.33481488194
2435,Jamaica,JAM,2017,0.199270486805999,0.927605100268,0.259650413718,4.57752755949,0.947370997748,2.59238455271,1.4276459254,2.07079624063,3.08870233414,2921000.0,3.60651587766826,2487.15025141,2921000.0,73964.7740372,2.70366590373,1.24139258513,2.75382513152,4.29514567412,2.93315300783,2.51500168612,2.8031834583,4.23819787701,2.59238455271,2.97180844706
2463,Japan,JPN,2017,0.295577743427,0.688353608244,0.45437860865,3.56905428488,0.918162655965,3.34156463103,0.582879511254,2.62379271705,4.03094111372,127503000.0,15.6479510718724,3005.40710417,127503000.0,4570520.81398,5.24743066381999,1.13940200599999,3.7622690861,3.83042446858,4.54556886019999,3.45148581975,4.86978707406,3.91867823022,3.34156463103,4.4281665911
2491,Jordan,JOR,2017,0.19388561947,0.811332175524999,0.188925295652,4.8883502964,1.62054505347999,3.56360229131,0.657091729382,2.96882623559,4.24566255724999,9786000.0,3.21882021724002,3407.14312501,9786000.0,334997.200553,3.76904425533,1.69317587627999,3.31180769777,4.92325485552,4.55416833363,3.28092020119,4.17502087103,5.33033909871,3.56360229131,4.32024555135999
2519,Kazakhstan,KAZ,2017,0.199892478404,0.667337985516,0.227917724331,2.60780551267,0.605454871957,3.51177487949,3.36900585821,2.98201166077,3.90613969970999,18080000.0,22.9855280204865,3332.68414935999,18080000.0,603835.888531,4.11447113941,1.18914364404999,3.54727483525,7.44572381740999,3.93946301353999,3.06746216904,4.02794214687,5.6315973072,3.51177487949,3.97671704267
2547,Kenya,KEN,2017,0.17083626393,0.641478214039999,0.135004852566999,3.64335282449,0.486993955048,3.50841859712,1.24779425776999,2.9824206884,3.99711832469999,50221000.0,11.0575897776228,3418.70123890999,50221000.0,1259953.6069,3.33321293804,1.27222524617999,2.69922886027,7.97282590654,3.70472127142999,2.83912588964,3.51619459821,6.30063520445,3.50841859712,3.60628116555
2575,Kiribati,KIR,2017,0.208107779709,0.424040748146,0.0936135103393,3.28416763192,0.720942236315,3.17275363249,1.05122733419,2.77492365695,3.49127739243,114000.0,26.3786311992021,3120.53475208,114000.0,3103.55897144,3.34213950595999,1.06028059448,2.68112428741,6.30161723668,3.33839893855,2.64220933989,3.26516533075,5.86503804744,3.17275363249,3.43786055098999
2603,Kuwait,KWT,2017,0.214850667734,0.865133722521999,0.34657953292,4.96727934915,1.59454275955,3.63567862084,0.677424512147999,3.05031104675,4.37720422557,4056000.0,2.49257355535585,3398.73079087,4056000.0,163034.020895,3.91944918393,1.78915572003,4.02840351039999,4.56861230139,4.73315095987,3.42520987117,4.38044473975,5.18125551118,3.63567862084,4.68263808086
2631,Kyrgyzstan,KGZ,2017,0.182096870892,0.664214529918,0.127525300689,2.56274158059,0.511649634726,3.05367302757,2.73309339755,2.50238873115,3.5002026571,6190000.0,10.0153795892141,2935.68412742,6190000.0,169848.154289,3.25861576651999,1.10307952861,2.78662908991,6.84773847121,3.34018080589,2.59366653661,3.31018971439,5.12413118785,3.05367302757,3.31718077599
2659,Laos,LAO,2017,0.216455451483,0.533567665482,0.128172294206,4.22429377151,0.659138941117,2.91243136627,0.918019231497,2.48669194579,3.32138281228999,6953000.0,8.42025140343553,2818.68060401,6953000.0,173299.346537,2.87650402258,1.01037226435,2.58006243941,5.66832002535,2.94214587357,2.38123074718,2.83373369931999,5.4884798334,2.91243136627,3.07138786606
2687,Latvia,LVA,2017,0.199509601255,0.696349411258,0.225275373673,2.9449498166,1.04168813535999,3.4995706624,4.4087812358,2.89303201795,3.97106230341999,1951000.0,16.988673738684,3264.87804636,1951000.0,86668.2625822,3.04333744395,1.11279524347,4.63453229171,7.79388812283,3.8208884533,2.4059883102,3.4926437153,6.27345983456,3.4995706624,3.81563032547
2715,Lebanon,LBN,2017,0.198375561913,0.996153045321,0.219049411138,6.07435555684,2.22729715648,3.67673423071,0.659928941825,2.84924901237,4.45423324326,6819000.0,4.77886102237175,3483.35271574,6819000.0,285723.297657,3.84377388321,1.61237968594,3.55506929127999,4.80760019437,4.74862011324,3.23599278361,4.35263550842,5.49467816579,3.67673423071,4.50893237903
2743,Lesotho,LSO,2017,0.161376284077,0.606321244609,0.136800869544,3.4814560591,0.768874765432,5.6366607037,1.65487237447,4.76830127395,6.32941636874,2092000.0,31.7152175177987,5494.40579645,2092000.0,94154.7190192,5.93611322879,2.12109803399,4.98050395822,11.2995404392,6.21087307444,4.94888920404,5.93176643339,9.30010033948,5.6366607037,6.27936683399999
2771,Liberia,LBR,2017,0.161454262144,0.630479409927,0.0915913234458,2.88137349866,0.515267499925,3.80303819069999,0.950462397216999,2.32474581509,5.31447017308,4702000.0,13.2120533720546,3763.42711458999,4702000.0,133030.687841,3.57401274357999,1.26783435891999,2.85945074858,8.08772479620999,4.35132703184999,2.88829629075,3.94212577252,6.78052214406,3.80303819069999,4.0937582043
2799,Libya,LBY,2017,0.192848517603,0.803736718096,0.195726048930999,4.97646042982,2.60775319748999,3.80479105155999,0.680013753959,3.21630734694,4.41658453026,6581000.0,8.07280209298154,3626.27593454,6581000.0,253411.668324,4.07401213757,1.72152938174,3.84340766416,4.97202520821,4.94562064038,3.42816228427,4.53916628438,5.64309002367,3.80479105155999,4.7877790189
2827,Lithuania,LTU,2017,0.200982414615,0.700277934704,0.234094900677999,2.93722416551,0.631073204156,4.14325442072,4.42800102276,3.39711253603,4.72023548291,2845000.0,27.9905844218369,3875.46835414,2845000.0,148010.442943,3.96376746917999,1.21181923973,5.39673230208,8.60757759908,4.56232205338,2.94069148557,4.29041065328,7.27140736941999,4.14325442072,4.58956297054
2855,Luxembourg,LUX,2017,0.263622240872,0.934680809793,0.737916535924,5.31651603517,0.933752573463999,3.61771867848999,1.35323441832,2.63417943846,4.59450941468,592000.0,8.70499260393798,3325.7431558,592000.0,23367.213777,4.07693908466999,1.67765617655,4.16793155343,4.96875479387,4.60886918943,3.24239435924999,4.339102814,4.94335681298999,3.61771867848999,4.532774117
2883,Macedonia,MKD,2017,0.20267212383,0.711224994478,0.184161380892,3.39159542435,0.498625424916,2.33238575269,1.86954639789,1.82274295966999,2.82341586799,2082000.0,6.77978928141469,2215.29919638,2082000.0,59992.7236866,2.40650059686,0.898296548706999,2.85018519354999,5.18026800666,2.50283537973,1.96315750441,2.47020037251,4.00085483987,2.33238575269,2.56007018126
2911,Madagascar,MDG,2017,0.164280108974999,0.632774119198,0.106417184832,3.58330127915999,0.496778907066999,3.70851421895,1.50836928363,3.14723825217999,4.24390983864,25571000.0,10.9856212785682,3656.02109049,25571000.0,691919.235221,3.43924341061,1.55489417645,2.70671835566,8.24015798399,3.84975288011999,3.25434224094,3.61387300673,6.69447089752,3.70851421895,3.8425417225
2939,Malawi,MWI,2017,0.154532582813,0.606166317034,0.100349371553999,3.66093709476,0.509184013728,3.4461370206,1.60498432532,2.87565136654,3.93016764516999,17670000.0,12.1190243634999,3372.65082662,17670000.0,421090.258502,3.17634625699,1.40310407264,2.52637742379,7.60632027456,3.59234252211999,2.92935796957,3.37502511121,6.30872676697,3.4461370206,3.51913197226
2967,Malaysia,MYS,2017,0.252984360679,0.579224015973,0.20146154356,4.34078252552,0.673643627703,3.5208539166,0.644969309839,3.04572234755,4.0093754932,31105000.0,7.84513036725469,3290.80184427,31105000.0,1013244.39139,3.04334839215,2.17834190505,3.52147820865999,6.55157959202,3.25850182932,4.028795772,3.05206044458,6.15921876971,3.5208539166,3.63634926876
2995,Maldives,MDV,2017,0.244707357051,0.565133045447,0.157213639846,3.1651318683,0.696757339187,3.09996968641,0.834550755236,2.58131627134,3.79555256406,496000.0,3.34612260034257,2968.19866063,496000.0,13337.5424493,2.85204063126,1.17646399735,3.01910990762,6.25041057962,3.01073439166,2.57789812316999,2.8510468422,5.83363022600999,3.09996968641,3.20110521009
3023,Mali,MLI,2017,0.167750884959,0.628798290075,0.116674521249,2.88867159718999,0.445888079944,3.00742001915,0.904050383777,2.32787752141,3.68477107964,18512000.0,6.81187228628049,2972.3732616,18512000.0,406476.856107,2.78565235199,0.987737722195,2.04499083575,6.37385160797,3.4508199406,2.20915676118,3.13223249265999,5.44671554614,3.00742001915,3.12201992396
3051,Malta,MLT,2017,0.257631743485,0.962950218023999,0.519139981796,5.31798435756,0.864663370656,3.37413733179,1.10928392912,2.37816510843999,4.3669654898,438000.0,4.52703217962997,3099.14894664,438000.0,16180.5054664,3.90651823422,1.82348016566,3.90475111146,4.50201353751,4.24971289097,3.35505445871999,4.10979335207,4.43811666397,3.37413733179,4.20087274885
3079,Marshall Islands,MHL,2017,0.218616059586,0.429061752009999,0.111895399416,3.23892080315,0.774687855501,3.10434739605,1.22463324833,2.67353967686,3.54289000032,58000.0,22.4610945149357,3030.20222018,58000.0,1495.94558493,3.24659384244,1.06203289029,2.73151938692,6.07149197228,3.24082554089999,2.58097735231999,3.18011845419,5.75222028687,3.10434739605,3.37166915751
3107,Mauritania,MRT,2017,0.179205385342999,0.662199720704,0.145275716491,2.9334605097,0.506015334137,3.0941606819,0.928977140251,2.6137145812,3.54635804106,4283000.0,6.63556729863592,3020.46085573,4283000.0,89230.7397539,2.79822926939999,1.07113669324,2.3575701386,6.63509337612999,3.4140128163,2.31589598816,3.10282651006,5.60340119886999,3.0941606819,3.20787063952
3135,Mauritius,MUS,2017,0.242184799683,0.56475721622,0.184432747958,3.32296345698,0.71079034964,3.47852434082,1.30368788822,2.88641081923,4.03082314343,1264000.0,8.3105172479038,3332.90948006,1264000.0,50494.445027,3.57511847557,1.57625373162,4.08107964695,6.30030072513,3.53428399859,3.38766892872999,3.45149864012999,6.13590351868,3.47852434082,3.87546757323
3163,Mexico,MEX,2017,0.211765456029,0.818921348497,0.316975449214,3.18632641167,0.820863258492,2.7888065701,1.72960425435999,2.29711787403,3.23409007678,124777000.0,5.92238765212546,2623.43609455,124777000.0,3339289.40344,3.10921423144999,0.957684378296999,2.80006415435,4.73457469154,3.25817141435999,2.34685609773,3.1892963772,4.53282968384,2.7888065701,3.21957317726
3191,Micronesia (country),FSM,2017,0.219298470155,0.437294029014,0.109113092842,3.2540449832,0.774408000926,3.1346193916,1.18053979765999,2.7063083514,3.539757817,111000.0,17.0451614622296,3061.7149359,111000.0,2903.80230726,3.30271946446,1.05340683177,2.86680473888,6.17832721403999,3.25710648316,2.60576408018,3.21154231862,5.79964583816,3.1346193916,3.38349547148
3219,Moldova,MDA,2017,0.183710487522,0.680890911707,0.141700867982,2.88791837129,0.661415922398,3.43254927896,4.07425630057,2.7460658402,3.99416301352999,4060000.0,13.636749144622,3258.7592567,4060000.0,153070.536561,3.06252141517,1.14340000994,4.24353960922,7.45217774882,3.64151535494,2.47415539075,3.37864551164,6.35966073819,3.43254927896,3.70446689821999
3247,Mongolia,MNG,2017,0.190647636897,0.654600859608,0.180157029855,2.57517989576,0.530314852008,3.52548751693999,3.4781076043,3.02768957428,3.92228096095,3114000.0,15.358143338523,3370.76399336999,3114000.0,105027.716788,4.09168303036,1.21045233866,3.38500213411,6.81288840231,4.0106836621,3.08702160286,4.02755575057,5.60970358742999,3.52548751693999,4.08576719897
3275,Montenegro,MNE,2017,0.203247600082,0.712896241661999,0.194161147929,3.42396654405,0.602649704151999,2.55864017628,1.84810194527,1.99256718712,3.07357569481,628000.0,9.38265542151727,2418.14560966,628000.0,18585.0880854,2.71690344767,0.924287689829,3.08440481795,5.41868633725,2.75382636239,2.13966206446,2.72112051191999,4.36838959358,2.55864017628,2.84432594456
3303,Morocco,MAR,2017,0.186616021106,0.781827347852999,0.175569110624,4.98682555348,1.63635327542,5.41357318493,0.574866181658,4.4312672762,6.37363006835,35581000.0,7.14697167037594,5190.65572944,35581000.0,1891537.0179,5.56983043785,2.39655670561,5.54719200145,7.06172997173,6.87626859574,4.74501398768,6.19953837116,8.37801800355,5.41357318493,6.69417591991999
3331,Mozambique,MOZ,2017,0.156176372581,0.61109945239,0.103227218784,3.67213639148,0.528698796968,3.90179522627,1.70885554095,3.35098975652,4.35824308617,28649000.0,17.2041434136133,3835.8567096,28649000.0,800217.599572,3.63071849728,1.58654706227999,2.73342727905,8.58667950161,4.09098208729,3.35832301491,3.8227833171,7.04140424714,3.90179522627,4.00448329742999
3359,Myanmar,MMR,2017,0.21391517103,0.51045585842,0.125738282771,3.31393583529,0.576854930824,2.30098157089,0.870378186787999,1.93122251559,2.61068879478,53383000.0,5.04259956354437,2237.46589987,53383000.0,1175285.96575,1.7804279785,0.747197487807,2.28543074445,4.86457410903,2.26845855459,1.55849680235,1.98645268103,4.71943741211,2.30098157089,2.33037268741
3387,Namibia,NAM,2017,0.177365159223,0.632490657337999,0.200987330717,3.50830754631999,0.775731491747,3.45997036719,1.66876160833,3.1742957973,3.68730847715,2403000.0,11.8125259186078,3343.81279051,2403000.0,67635.8303637,3.61499251713,1.22629731623,2.99472084353,6.84395695411999,3.83262404465999,2.89551030021,3.66486473967,5.79211894708,3.45997036719,3.83131733315
3415,Nepal,NPL,2017,0.246394000873,0.584926502547,0.128494755201,3.87945460518,0.501677946035,3.60693852559,1.52713306944,2.93484669898,4.18637959937,27633000.0,8.37000491059708,3514.05798428999,27633000.0,947763.486072,3.15623728692,1.10498207273,3.26162023363,7.90096815894,3.91266750219,2.4995489542,3.51258783607,6.70840359682999,3.60693852559,3.73570644825999
3443,Netherlands,NLD,2017,0.358487187971999,0.947300267761999,0.467844098788999,6.62024219421,0.988877229457999,4.02685440344,0.776602484652,2.86811629264,5.14327962721,17021000.0,9.16910618721181,3672.05725063,17021000.0,739102.789575,4.60330457691,1.93141524749,4.58925442192,5.12894495327999,5.08739750998,3.67979365588,4.82173015004,5.33733381327,4.02685440344,5.0555059138
3471,New Zealand,NZL,2017,0.341050948856,1.20608798184,0.67329002752,8.5399314968,2.0493190773,3.97126536914999,2.19340545419999,3.21319055101,4.68286545659,4702000.0,11.296342359696,3528.91206153,4702000.0,166605.498934,6.28551421732,2.19141351113,4.07316263849999,3.52263708502,5.09473039755,5.23697922893,5.65264564781,4.15646930206,3.97126536914999,5.17147643529
3499,Nicaragua,NIC,2017,0.199562758242,0.799280369906999,0.205876035268999,2.91230003076,0.599888593641,2.85408391428,2.04730459434,2.37511847177,3.2901670292,6385000.0,5.86255535552339,2700.17157741999,6385000.0,161725.512068,3.40664449925999,1.1092023979,2.68590232197,4.62529939721,3.26788690906,2.66119849106,3.31387950496,4.54536223288,2.85408391428,3.30566734109
3527,Niger,NER,2017,0.163844826257,0.631572447615,0.0961159064726999,2.89135802147,0.462455372346,3.46305528566,0.911306392255,2.66433459578,4.21610175053,21602000.0,7.63445720629355,3421.4765781,21602000.0,453494.588433,3.18672745756,1.17979359587,2.16621866845,7.47449289972,3.85076028379999,2.61671440571,3.51571542072,6.25273896005,3.46305528566,3.5504114557
3555,Nigeria,NGA,2017,0.182126448626,0.644635148545,0.163373451865,2.91583696522,0.461802324403,3.91769128668999,0.964766678333,3.02857562872,4.72031762818,190872992.0,7.53996002404876,3856.13938912,190872992.0,5625918.18315,3.56509657758,1.40933740668,2.79586863981,8.56534509892999,4.32576516543,3.03610842041,3.95126458390999,7.03001799462,3.91769128668999,4.06852191567
3583,North Korea,PRK,2017,0.236197646111999,0.326334367045,0.0909099997009,3.24091841052,0.929487550634,3.09084604725,1.37088584779,2.36962199084,3.72621311049,25430000.0,11.0666924871087,2962.07246696,25430000.0,905332.457764,2.34021255354,0.930906537058,3.62826220713999,7.37273777516,2.89977576056,1.94261582808,2.58356678984,6.31263042922999,3.09084604725,3.12434716191
3611,Northern Mariana Islands,MNP,2017,0.258128155391,0.487045264254,0.195841390584,3.30062242251,0.791444312734,3.09705485069,1.46678551845,2.82962721637,3.37483121558999,57000.0,12.157768656276,2959.23983647,57000.0,1571.09077949,3.27499025091999,1.09221491448,3.61823501272,5.80067423755,3.19885003100999,2.63517573462999,3.1561382595,5.58436189875,3.09705485069,3.43884190065
3639,Norway,NOR,2017,0.211483839907,0.856901350987999,0.570362636085,7.58550276017,0.832286146354,3.77191036995,1.41900253107,2.96279725907,4.58798252986,5296000.0,9.26880646789684,3465.95686721,5296000.0,209256.91944,4.68031214368,1.54719688857,4.2005878711,4.50255301779,5.13537674488,3.5063810791,5.00372148204,4.84813888268,3.77191036995,4.87348316389
3667,Oman,OMN,2017,0.202474315485,0.787468171659999,0.254958104663,4.51961224512,1.73411402479,3.43395059643,0.691762726177,3.01667976068,4.24869273833,4666000.0,2.9171637160903,3294.36081695,4666000.0,156142.563672,3.69563336831,1.70525812035,3.57175072771,5.03182095109,4.25829006116,3.33120190074,3.90591238584,5.14639045437,3.43395059643,4.23874581626
3695,Pakistan,PAK,2017,0.256441676608999,0.574045575087,0.154582740589,3.82337920939,0.656776334411,3.33127964276999,1.53277274737,2.36417559289999,4.33920748722999,207906000.0,4.44794765292239,3235.1967134,207906000.0,5631724.39262,2.98511752396,1.06273611286,2.7246921341,6.90752920679,3.73645572775999,2.37366886782999,3.35255991552,6.00830368390999,3.33127964276999,3.51632787736999
3723,Palestine,PSE,2017,0.188284615052,0.824967604290999,0.143882739356,4.98553617282,1.5224583588,4.66507369588,0.648969585301,4.21907841067,5.11036000562,4747000.0,3.5469099445211,4459.70563489999,4747000.0,186004.623333,4.95967808756,2.39119383362,4.06301386538,6.12529832612,5.92801300846,4.47191791092,5.4328346609,6.81941501261,4.66507369588,5.60333429837
3751,Panama,PAN,2017,0.213259242938,0.812157759331,0.316650159126,2.89177947043,0.727573217177,2.67902533528,1.40948882415,2.26851616743,3.07782857617,4107000.0,4.97908116888694,2533.89099964,4107000.0,101182.888888,2.87197752759,1.03080188936,2.72089687764,4.67298714819,3.10100784009,2.32594868939999,3.01027798162,4.40054553835,2.67902533528,3.05417320986
3779,Papua New Guinea,PNG,2017,0.209554725405,0.41112661321,0.104959860846,3.19271653496,0.738106301002,3.16866077711,1.21256598642,2.71750602924,3.66093641192,8438000.0,23.0743527048072,3122.79237711,8438000.0,234476.024405,3.40538589138,1.05096483415,2.59043419652,6.12331198608,3.38086504788,2.65119766305,3.32920156365,5.81152342586,3.16866077711,3.48052562933999
3807,Paraguay,PRY,2017,0.202425561991999,1.07562896609,0.238288430861,6.01521389874,0.527617740916,2.95883967432,2.3843851556,2.13380862635,3.77585262227,6867000.0,5.75298496472509,2844.24623175,6867000.0,189017.775506,3.57502197585,1.43656327287,2.84385402625,4.71462963535,3.31307542681,3.03823354619,3.39793859456,4.63352805551,2.95883967432,3.45661573083
3835,Peru,PER,2017,0.203293010207,0.890709069865,0.369215968601,4.25992528578,0.578555970046,2.2763210016,1.42993898404,1.85563779233,2.68169913803,31444000.0,3.13870328131691,2191.34436607,31444000.0,713501.717988,2.44785878844,0.911846992639,2.23415218654,4.16066812417,2.61651826995,2.00782952772,2.55849706253,3.83218466142,2.2763210016,2.59579094171
3863,Philippines,PHL,2017,0.224422402379,0.53551277612,0.134855317973,3.26972016259999,0.648897668040999,2.76517600939,0.894194851661,2.29634498997999,3.21150464803,105173000.0,6.0076701910599,2684.64831628,105173000.0,2514837.70635,2.4210782316,1.08408510715,2.51184689354,5.76828119167,2.69737851479,2.27381070195,2.49640116582,5.34018147473,2.76517600939,2.84103108287
3891,Poland,POL,2017,0.207809899983,0.712264493336,0.229484902870999,3.46107501577,0.790931835747,2.25047189275,2.04434628904,2.05062505546,2.41004170914,37953000.0,13.9481400146876,2110.2402239,37953000.0,1033105.11306,2.4695184777,0.754115561955,2.79445774913,4.10214343297,2.44797969663,1.84128767331999,2.41806763767,3.81909073376,2.25047189275,2.60347394722
3919,Portugal,PRT,2017,0.249372352701,0.925814506596,0.513078804556,5.38326063154,0.709413011712,4.42146054723,1.26290452886,3.10573363951,5.61902455135,10289000.0,7.6876796980018,4058.60157076,10289000.0,542715.616406,4.79578636502,2.29886640639999,5.31048875301,6.52861043118,5.33052828844,4.12022304913,5.02882856307,6.08813237978999,4.42146054723,5.45555882725
3947,Puerto Rico,PRI,2017,0.212346567195,0.942407961053,0.412628264067,4.68365385328,0.906124677238,2.72610806519,1.68437332791,2.47200514535,2.9567797605,3164000.0,6.08936805794067,2569.87754163,3164000.0,116963.910286,2.75995651359999,1.16924635698,3.30623869465,4.3508759725,3.01975563373,2.42303444582,2.86240025011,4.62643771533,2.72610806519,3.1442202805
